19:41:35.193,0.9616933822 
19:41:35.226,0.9637780189 
19:41:35.226,0.9666934967 
19:41:35.263,0.9639840126 
19:41:35.300,0.9622942924 
19:41:35.300,0.9598377227 
19:41:35.336,0.9636698722 
19:41:35.372,0.9608180999 
19:41:35.372,0.9650321960 
19:41:35.408,0.9639434814 
19:41:35.446,0.9634285926 
19:41:35.446,0.9649016380 
19:41:35.484,0.9640701293 
19:41:35.518,0.9677466392 
19:41:35.518,0.9660429000 
19:41:35.554,0.9658582687 
19:41:35.591,0.9612648010 
19:41:35.627,0.9627835273 
19:41:35.627,0.9614202499 
19:41:35.663,0.9657792091 
19:41:35.702,0.9621965408 
19:41:35.702,0.9675646781 
19:41:35.739,0.9665315628 
19:41:35.775,0.9678232192 
19:41:35.775,0.9626292228 
19:41:35.809,0.9634209632 
19:41:35.842,0.9639691352 
19:41:35.876,0.9631649971 
19:41:35.876,0.9656066894 
19:41:35.913,0.9625948905 
19:41:35.951,0.9616328239 
19:41:35.951,0.9613615036 
19:41:35.987,0.9651079177 
19:41:36.021,0.9644161224 
19:41:36.021,0.9645086288 
19:41:36.059,0.9629090309 
19:41:36.097,0.9624212265 
19:41:36.097,0.9596336364 
19:41:36.133,0.9654975891 
19:41:36.168,0.9623873710 
19:41:36.206,0.9642278671 
19:41:36.206,0.9610429763 
19:41:36.241,0.9623769760 
19:41:36.275,0.9631246566 
19:41:36.275,0.9603267669 
19:41:36.313,0.9634560585 
19:41:36.350,0.9639842033 
19:41:36.350,0.9663153648 
19:41:36.387,0.9650430679 
19:41:36.422,0.9622402191 
19:41:36.422,0.9648223876 
19:41:36.458,0.9663471221 
19:41:36.492,0.9633336067 
19:41:36.527,0.9650860786 
19:41:36.527,0.9663977622 
19:41:36.588,0.9702943801 
19:41:36.588,0.9615644454 
19:41:36.602,0.9656907081 
19:41:36.637,0.9629929542 
19:41:36.670,0.9630046844 
19:41:36.670,0.9647710800 
19:41:36.704,0.9650069236 
19:41:36.738,0.9667934417 
19:41:36.776,0.9624705314 
19:41:36.776,0.9658555984 
19:41:36.814,0.9630472183 
19:41:36.851,0.9635902404 
19:41:36.851,0.9592391967 
19:41:36.886,0.9652377128 
19:41:36.922,0.9658807754 
19:41:36.922,0.9628501892 
19:41:36.958,0.9642412185 
19:41:36.992,0.9626202583 
19:41:37.025,0.9596004486 
19:41:37.025,0.9650400161 
19:41:37.063,0.9631844520 
19:41:37.100,0.9645267486 
19:41:37.100,0.9610805511 
19:41:37.133,0.9646126747 
19:41:37.169,0.9660069465 
19:41:37.169,0.9639142990 
19:41:37.204,0.9621187210 
19:41:37.242,0.9651722908 
19:41:37.242,0.9638908386 
19:41:37.281,0.9645910263 
19:41:37.314,0.9651225090 
19:41:37.352,0.9647216796 
19:41:37.352,0.9636764526 
19:41:37.386,0.9637232780 
19:41:37.422,0.9618255615 
19:41:37.422,0.9660258293 
19:41:37.460,0.9627732276 
19:41:37.494,0.9652505874 
19:41:37.494,0.9649797439 
19:41:37.527,0.9646499633 
